zona,data,faixa_horaria,tipo_ocorrencia,clima,evento_especial,denuncias_app_ultimas_24h,anomalias_cameras_ultimas_24h,risco_ocorrencia,volume_estimado
Arniqueira,2025-07-03,00-06h,Todos,Nublado,Não,18,9,34,0
Núcleo Bandeirante,2025-07-10,18-23h,Roubo,Nublado,Não,15,8,55,1
Guará,2025-06-28,00-06h,Furto,Chuva,Sim,6,14,23,7
Guará,2025-07-18,18-23h,Furto,Céu limpo,Sim,4,11,85,10
Sol Nascente/Pôr do Sol,2025-07-19,06-12h,Furto,Chuva,Sim,19,1,29,5
Lago Sul,2025-07-03,12-18h,Roubo,Céu limpo,Não,2,0,87,0
Santa Maria,2025-06-21,06-12h,Roubo,Nublado,Não,13,4,64,1
Águas Claras,2025-07-12,06-12h,Todos,Chuva,Sim,28,11,84,8
São Sebastião,2025-06-26,06-12h,Roubo,Chuva,Não,2,11,53,6
Taguatinga,2025-07-13,06-12h,Furto,Céu limpo,Não,3,7,7,7
Águas Claras,2025-07-21,06-12h,Vandalismo,Nublado,Sim,28,3,43,7
Gama,2025-07-04,12-18h,Roubo,Nublado,Não,9,10,6,5
Núcleo Bandeirante,2025-06-26,06-12h,Todos,Chuva,Sim,25,1,20,10
Taguatinga,2025-06-28,00-06h,Vandalismo,Nublado,Sim,16,2,97,1
SIA,2025-07-12,18-23h,Furto,Céu limpo,Não,17,12,32,9
Asa Sul,2025-07-09,06-12h,Roubo,Chuva,Sim,16,8,22,5
Águas Claras,2025-07-18,18-23h,Todos,Nublado,Sim,24,1,82,3
Itapoã,2025-07-07,06-12h,Vandalismo,Nublado,Sim,29,9,48,2
Ceilândia,2025-07-08,12-18h,Roubo,Céu limpo,Sim,2,7,8,2
Taguatinga,2025-07-03,06-12h,Todos,Céu limpo,Sim,30,8,28,6
Sol Nascente/Pôr do Sol,2025-07-01,06-12h,Vandalismo,Nublado,Não,6,2,57,1
Taguatinga,2025-07-03,18-23h,Todos,Nublado,Não,10,7,50,8
Santa Maria,2025-06-24,00-06h,Roubo,Nublado,Não,23,4,53,5
Itapoã,2025-06-30,00-06h,Vandalismo,Nublado,Sim,29,3,51,0
Lago Sul,2025-07-21,18-23h,Roubo,Nublado,Sim,6,8,86,5
Lago Norte,2025-06-26,18-23h,Furto,Nublado,Não,6,12,42,9
Itapoã,2025-07-03,12-18h,Vandalismo,Chuva,Não,2,9,21,0
SCIA/Estrutural,2025-07-08,12-18h,Vandalismo,Chuva,Não,20,4,100,6
São Sebastião,2025-06-24,18-23h,Roubo,Céu limpo,Sim,25,1,45,6
Jardim Botânico,2025-07-06,06-12h,Todos,Nublado,Sim,9,10,61,8
Cruzeiro,2025-06-29,00-06h,Vandalismo,Céu limpo,Sim,30,10,47,10
Arniqueira,2025-07-06,00-06h,Roubo,Céu limpo,Sim,7,12,89,8
Fercal,2025-07-04,18-23h,Vandalismo,Nublado,Não,0,0,97,10
Brazlândia,2025-07-18,06-12h,Furto,Chuva,Sim,22,15,26,10
Núcleo Bandeirante,2025-07-01,06-12h,Todos,Nublado,Não,30,11,73,2
Jardim Botânico,2025-06-29,12-18h,Todos,Céu limpo,Não,7,0,8,0
Itapoã,2025-07-21,06-12h,Furto,Nublado,Não,19,13,40,9
Vicente Pires,2025-07-21,06-12h,Todos,Nublado,Sim,8,4,7,2
Guará,2025-06-29,00-06h,Furto,Céu limpo,Não,17,8,63,2
Núcleo Bandeirante,2025-07-06,06-12h,Roubo,Nublado,Não,16,3,36,7
SIA,2025-07-07,12-18h,Vandalismo,Nublado,Não,8,10,41,3
SIA,2025-07-13,00-06h,Vandalismo,Chuva,Não,8,4,27,9
Sudoeste/Octogonal,2025-07-04,06-12h,Vandalismo,Chuva,Não,1,4,51,6
Varjão,2025-07-19,12-18h,Roubo,Nublado,Não,10,8,95,10
Jardim Botânico,2025-07-09,12-18h,Vandalismo,Chuva,Não,24,10,79,6
Park Way,2025-07-09,06-12h,Roubo,Chuva,Não,27,13,49,1
Candangolândia,2025-07-11,12-18h,Vandalismo,Chuva,Não,11,14,62,4
Sudoeste/Octogonal,2025-07-07,18-23h,Vandalismo,Chuva,Não,3,7,68,3
Fercal,2025-07-14,06-12h,Roubo,Céu limpo,Sim,18,3,81,1
SCIA/Estrutural,2025-07-02,00-06h,Todos,Nublado,Não,12,13,52,3
Núcleo Bandeirante,2025-07-10,12-18h,Vandalismo,Céu limpo,Não,18,14,17,0
Vicente Pires,2025-06-27,18-23h,Todos,Chuva,Sim,7,4,60,3
Planaltina,2025-07-13,00-06h,Furto,Céu limpo,Sim,7,2,83,0
Varjão,2025-06-28,12-18h,Todos,Nublado,Não,16,5,61,4
Gama,2025-07-10,06-12h,Roubo,Chuva,Sim,5,6,3,10
Sol Nascente/Pôr do Sol,2025-06-28,12-18h,Todos,Céu limpo,Sim,27,3,88,8
São Sebastião,2025-06-21,12-18h,Todos,Chuva,Sim,18,11,26,7
Fercal,2025-06-28,18-23h,Furto,Nublado,Sim,0,14,66,7
Brazlândia,2025-07-15,12-18h,Furto,Céu limpo,Sim,2,15,13,7
Riacho Fundo II,2025-06-21,00-06h,Roubo,Céu limpo,Sim,25,9,46,1
Candangolândia,2025-07-07,12-18h,Todos,Chuva,Não,1,13,83,2
Recanto das Emas,2025-06-26,06-12h,Roubo,Céu limpo,Não,27,6,4,9
Sol Nascente/Pôr do Sol,2025-07-09,18-23h,Furto,Chuva,Não,2,1,27,3
Taguatinga,2025-06-23,06-12h,Roubo,Chuva,Não,26,1,5,7
SIA,2025-07-02,12-18h,Furto,Nublado,Não,30,6,8,5
Jardim Botânico,2025-07-06,12-18h,Furto,Nublado,Sim,28,4,23,1
Vicente Pires,2025-06-21,06-12h,Roubo,Chuva,Não,18,12,39,0
Samambaia,2025-07-15,12-18h,Todos,Chuva,Não,7,3,2,7
Fercal,2025-07-02,00-06h,Furto,Chuva,Não,17,10,38,5
Asa Sul,2025-07-07,12-18h,Furto,Chuva,Sim,25,7,66,3
Núcleo Bandeirante,2025-07-05,12-18h,Vandalismo,Nublado,Não,19,7,42,2
Riacho Fundo,2025-07-07,18-23h,Todos,Chuva,Não,12,15,0,0
SIA,2025-07-09,18-23h,Todos,Nublado,Sim,11,2,21,2
Sobradinho,2025-06-23,06-12h,Furto,Chuva,Não,22,5,72,4
Asa Sul,2025-07-18,18-23h,Roubo,Nublado,Sim,22,8,69,0
Candangolândia,2025-06-24,12-18h,Furto,Chuva,Não,29,2,1,10
Arniqueira,2025-07-06,06-12h,Vandalismo,Céu limpo,Sim,24,10,62,2
Lago Norte,2025-07-17,00-06h,Roubo,Céu limpo,Não,9,6,8,7
Riacho Fundo,2025-07-12,12-18h,Vandalismo,Céu limpo,Não,2,13,0,0
Samambaia,2025-07-10,12-18h,Furto,Chuva,Não,29,11,100,0
SIA,2025-06-25,00-06h,Vandalismo,Chuva,Sim,23,13,66,5
Plano Piloto,2025-07-09,00-06h,Vandalismo,Chuva,Não,25,6,77,0
Riacho Fundo II,2025-07-07,06-12h,Vandalismo,Chuva,Não,4,7,98,7
Asa Sul,2025-07-18,06-12h,Furto,Nublado,Sim,22,14,31,2
Sobradinho,2025-06-28,00-06h,Vandalismo,Chuva,Não,15,1,71,7
SCIA/Estrutural,2025-07-05,18-23h,Furto,Chuva,Não,23,2,14,4
Arniqueira,2025-06-27,06-12h,Roubo,Nublado,Não,25,4,81,5
Lago Norte,2025-06-24,18-23h,Vandalismo,Céu limpo,Sim,2,15,50,5
Taguatinga,2025-07-18,06-12h,Vandalismo,Chuva,Não,20,2,0,10
Gama,2025-06-26,06-12h,Todos,Nublado,Sim,13,10,73,10
Sobradinho,2025-07-20,06-12h,Roubo,Céu limpo,Não,23,12,47,2
Águas Claras,2025-07-16,12-18h,Todos,Céu limpo,Sim,10,4,26,0
Santa Maria,2025-07-05,18-23h,Roubo,Chuva,Não,25,14,51,0
SIA,2025-07-03,06-12h,Roubo,Chuva,Sim,11,9,49,3
Sobradinho,2025-07-20,00-06h,Vandalismo,Céu limpo,Não,12,1,76,9
Jardim Botânico,2025-07-02,00-06h,Vandalismo,Nublado,Não,19,14,62,9
SCIA/Estrutural,2025-06-30,06-12h,Vandalismo,Céu limpo,Não,18,10,2,8
Sol Nascente/Pôr do Sol,2025-06-27,12-18h,Todos,Céu limpo,Não,21,5,41,8
Fercal,2025-06-29,12-18h,Vandalismo,Chuva,Sim,30,8,59,7
Varjão,2025-07-16,18-23h,Furto,Céu limpo,Não,23,0,47,3
Plano Piloto,2025-06-28,06-12h,Furto,Nublado,Não,6,4,22,10
Plano Piloto,2025-06-22,18-23h,Todos,Céu limpo,Sim,18,13,68,2
Park Way,2025-07-10,18-23h,Furto,Chuva,Sim,30,6,40,9
Fercal,2025-07-17,18-23h,Todos,Chuva,Sim,7,13,91,7
Samambaia,2025-07-09,18-23h,Roubo,Céu limpo,Não,8,6,20,7
Riacho Fundo,2025-07-19,06-12h,Todos,Céu limpo,Não,30,14,94,10
Arniqueira,2025-07-08,00-06h,Todos,Nublado,Sim,9,2,69,9
Sol Nascente/Pôr do Sol,2025-07-10,12-18h,Todos,Chuva,Sim,25,11,93,0
Gama,2025-06-28,18-23h,Furto,Céu limpo,Não,6,11,28,9
Varjão,2025-06-26,12-18h,Todos,Chuva,Sim,11,0,61,9
Arniqueira,2025-07-03,12-18h,Vandalismo,Chuva,Sim,18,4,75,10
Recanto das Emas,2025-07-01,06-12h,Roubo,Chuva,Não,25,12,48,10
Arniqueira,2025-06-23,12-18h,Todos,Céu limpo,Sim,21,9,70,2
Brazlândia,2025-07-14,12-18h,Furto,Céu limpo,Sim,12,11,11,9
Guará,2025-06-21,06-12h,Furto,Nublado,Sim,29,1,75,2
Águas Claras,2025-07-13,12-18h,Furto,Nublado,Não,3,12,8,6
Candangolândia,2025-07-17,18-23h,Roubo,Céu limpo,Não,19,14,44,0
Park Way,2025-06-28,18-23h,Todos,Chuva,Sim,1,3,47,0
Plano Piloto,2025-06-25,06-12h,Furto,Chuva,Não,16,7,70,4
Riacho Fundo II,2025-07-10,06-12h,Roubo,Nublado,Sim,20,11,87,5
Park Way,2025-06-21,06-12h,Todos,Céu limpo,Não,27,4,32,9
Plano Piloto,2025-07-09,12-18h,Vandalismo,Nublado,Sim,0,4,60,6
Águas Claras,2025-07-20,18-23h,Furto,Céu limpo,Sim,18,11,42,9
Taguatinga,2025-06-28,06-12h,Todos,Nublado,Sim,13,15,22,2
Sudoeste/Octogonal,2025-07-11,00-06h,Furto,Nublado,Sim,1,8,74,2
Gama,2025-07-15,00-06h,Furto,Céu limpo,Sim,0,9,14,2
Riacho Fundo II,2025-07-05,06-12h,Roubo,Céu limpo,Não,4,10,86,7
Brazlândia,2025-07-13,00-06h,Todos,Nublado,Sim,24,0,51,9
SIA,2025-07-06,18-23h,Furto,Céu limpo,Não,30,1,6,4
Plano Piloto,2025-07-01,06-12h,Furto,Céu limpo,Sim,15,11,65,9
Riacho Fundo,2025-06-21,12-18h,Todos,Chuva,Não,6,9,1,5
Samambaia,2025-07-21,12-18h,Furto,Céu limpo,Sim,28,13,30,7
SIA,2025-07-12,00-06h,Todos,Céu limpo,Sim,17,15,34,9
Arniqueira,2025-07-09,18-23h,Vandalismo,Céu limpo,Sim,15,8,56,2
Planaltina,2025-06-23,00-06h,Todos,Céu limpo,Sim,23,10,37,0
Sol Nascente/Pôr do Sol,2025-07-07,00-06h,Vandalismo,Chuva,Não,26,4,34,8
Vicente Pires,2025-07-13,00-06h,Roubo,Nublado,Sim,16,13,74,8
Gama,2025-06-21,12-18h,Vandalismo,Chuva,Não,14,6,39,6
SCIA/Estrutural,2025-07-18,18-23h,Vandalismo,Céu limpo,Não,27,12,7,7
Asa Sul,2025-06-23,06-12h,Vandalismo,Nublado,Sim,23,14,93,5
Samambaia,2025-06-24,06-12h,Furto,Chuva,Sim,28,3,63,1
Sobradinho II,2025-07-03,00-06h,Furto,Chuva,Não,17,8,35,4
Núcleo Bandeirante,2025-07-07,06-12h,Furto,Nublado,Sim,30,14,15,6
Sobradinho II,2025-06-28,12-18h,Vandalismo,Chuva,Não,19,7,54,10
Planaltina,2025-06-22,00-06h,Roubo,Chuva,Sim,15,6,75,8
Itapoã,2025-07-13,12-18h,Furto,Céu limpo,Não,0,13,76,8
Itapoã,2025-06-23,06-12h,Roubo,Chuva,Sim,30,13,52,1
Núcleo Bandeirante,2025-07-08,18-23h,Vandalismo,Chuva,Não,19,6,16,4
Brazlândia,2025-07-06,12-18h,Vandalismo,Chuva,Não,23,8,43,5
Itapoã,2025-07-16,18-23h,Todos,Céu limpo,Sim,24,15,23,9
Núcleo Bandeirante,2025-06-27,12-18h,Roubo,Chuva,Não,16,7,43,6
Vicente Pires,2025-07-21,00-06h,Roubo,Nublado,Não,17,8,80,7
Santa Maria,2025-06-25,06-12h,Roubo,Céu limpo,Não,3,13,46,4
Águas Claras,2025-06-28,00-06h,Furto,Chuva,Sim,4,7,43,8
Sobradinho,2025-07-21,12-18h,Vandalismo,Céu limpo,Sim,22,0,20,8
Lago Norte,2025-07-01,18-23h,Furto,Céu limpo,Sim,0,2,10,5
Candangolândia,2025-07-18,18-23h,Todos,Chuva,Não,6,4,100,1
Jardim Botânico,2025-07-07,06-12h,Vandalismo,Nublado,Sim,19,15,75,4
Planaltina,2025-07-20,00-06h,Vandalismo,Nublado,Sim,26,4,19,2
Recanto das Emas,2025-07-10,06-12h,Furto,Chuva,Sim,15,8,83,9
Candangolândia,2025-06-30,06-12h,Vandalismo,Nublado,Não,20,13,18,10
Plano Piloto,2025-07-19,06-12h,Vandalismo,Céu limpo,Não,26,14,88,2
Ceilândia,2025-07-06,06-12h,Roubo,Nublado,Sim,26,8,1,6
Lago Sul,2025-07-08,00-06h,Roubo,Chuva,Sim,4,15,10,2
Plano Piloto,2025-07-20,00-06h,Todos,Chuva,Não,27,10,19,10
Lago Sul,2025-06-26,06-12h,Todos,Céu limpo,Sim,19,5,31,7
Lago Norte,2025-06-28,06-12h,Roubo,Nublado,Sim,2,15,37,2
Lago Sul,2025-07-09,12-18h,Furto,Céu limpo,Não,2,15,74,8
Gama,2025-07-03,12-18h,Furto,Chuva,Não,20,0,59,6
Guará,2025-07-16,12-18h,Todos,Chuva,Não,28,5,55,4
SCIA/Estrutural,2025-07-17,12-18h,Vandalismo,Nublado,Não,6,0,28,4
Riacho Fundo,2025-06-22,18-23h,Todos,Céu limpo,Não,12,15,43,10
Santa Maria,2025-06-28,00-06h,Vandalismo,Nublado,Não,4,9,56,5
Taguatinga,2025-07-12,18-23h,Furto,Nublado,Sim,29,2,8,2
Lago Norte,2025-06-30,12-18h,Furto,Céu limpo,Não,27,14,74,7
Asa Norte,2025-06-26,06-12h,Vandalismo,Nublado,Não,5,8,58,1
Planaltina,2025-07-08,18-23h,Roubo,Céu limpo,Sim,0,1,79,8
Guará,2025-06-26,12-18h,Vandalismo,Céu limpo,Sim,17,7,2,1
Cruzeiro,2025-07-13,06-12h,Vandalismo,Nublado,Sim,30,15,10,2
Asa Sul,2025-07-20,06-12h,Furto,Nublado,Sim,29,9,7,1
Gama,2025-07-05,06-12h,Furto,Nublado,Sim,3,6,78,10
Candangolândia,2025-07-06,18-23h,Vandalismo,Chuva,Sim,6,12,97,4
Riacho Fundo II,2025-06-29,06-12h,Todos,Nublado,Não,4,9,35,10
Núcleo Bandeirante,2025-07-04,12-18h,Furto,Nublado,Não,25,13,47,3
Santa Maria,2025-06-27,12-18h,Todos,Chuva,Sim,20,14,78,2
Núcleo Bandeirante,2025-07-05,18-23h,Vandalismo,Nublado,Sim,27,0,95,7
Vicente Pires,2025-06-28,00-06h,Vandalismo,Chuva,Não,8,8,99,9
Varjão,2025-06-26,06-12h,Todos,Céu limpo,Não,14,5,2,4
Arniqueira,2025-06-30,06-12h,Furto,Céu limpo,Sim,1,14,81,4
Arniqueira,2025-06-23,18-23h,Furto,Nublado,Não,12,7,43,0
Sobradinho,2025-07-12,12-18h,Furto,Nublado,Sim,7,10,71,0
Lago Norte,2025-06-24,06-12h,Vandalismo,Nublado,Não,3,10,40,10
Santa Maria,2025-07-02,18-23h,Furto,Céu limpo,Não,20,11,64,2
Guará,2025-07-19,06-12h,Furto,Céu limpo,Sim,8,11,39,0
Asa Sul,2025-07-18,18-23h,Furto,Nublado,Sim,21,7,66,7
Sobradinho,2025-07-02,18-23h,Roubo,Nublado,Não,17,4,98,1
Itapoã,2025-06-28,18-23h,Roubo,Chuva,Não,0,12,50,3
Cruzeiro,2025-06-30,12-18h,Furto,Céu limpo,Não,29,1,22,0
Águas Claras,2025-06-26,12-18h,Roubo,Nublado,Não,18,6,78,9
Varjão,2025-06-28,00-06h,Roubo,Céu limpo,Sim,26,12,28,5
Planaltina,2025-07-08,00-06h,Furto,Nublado,Não,18,8,73,2
Asa Sul,2025-07-02,18-23h,Vandalismo,Chuva,Não,29,15,35,2
SCIA/Estrutural,2025-07-04,18-23h,Roubo,Nublado,Não,13,7,99,3
Jardim Botânico,2025-06-28,00-06h,Roubo,Chuva,Não,27,13,26,10
Águas Claras,2025-07-14,12-18h,Vandalismo,Nublado,Não,24,11,69,3
Plano Piloto,2025-07-02,00-06h,Furto,Chuva,Sim,18,15,100,4
Guará,2025-06-26,06-12h,Todos,Nublado,Não,18,12,8,0
Planaltina,2025-07-05,00-06h,Furto,Céu limpo,Sim,11,15,11,4
SCIA/Estrutural,2025-07-03,06-12h,Furto,Céu limpo,Não,12,9,61,0
Ceilândia,2025-07-17,00-06h,Roubo,Nublado,Sim,10,3,6,5
Plano Piloto,2025-07-02,00-06h,Vandalismo,Céu limpo,Não,5,15,24,7
Asa Sul,2025-06-21,12-18h,Todos,Nublado,Sim,3,0,59,5
Águas Claras,2025-07-06,06-12h,Furto,Chuva,Não,29,2,53,7
Cruzeiro,2025-06-26,06-12h,Vandalismo,Chuva,Sim,21,14,36,9
Águas Claras,2025-07-15,18-23h,Furto,Céu limpo,Sim,26,0,34,3
Sudoeste/Octogonal,2025-07-10,12-18h,Furto,Céu limpo,Não,12,4,13,6
Lago Sul,2025-07-13,12-18h,Vandalismo,Céu limpo,Não,26,2,80,4
Lago Norte,2025-07-05,00-06h,Vandalismo,Céu limpo,Sim,10,11,37,0
Cruzeiro,2025-06-26,06-12h,Roubo,Chuva,Sim,23,1,82,3
Jardim Botânico,2025-07-13,06-12h,Furto,Céu limpo,Não,7,8,91,5
Arniqueira,2025-06-25,06-12h,Roubo,Nublado,Sim,3,0,94,5
Taguatinga,2025-07-19,18-23h,Todos,Céu limpo,Sim,5,10,19,5
Riacho Fundo II,2025-07-13,18-23h,Roubo,Chuva,Sim,0,1,7,4
Cruzeiro,2025-07-01,00-06h,Vandalismo,Chuva,Sim,3,3,35,8
Vicente Pires,2025-07-09,18-23h,Vandalismo,Chuva,Sim,19,15,14,2
Plano Piloto,2025-07-07,00-06h,Furto,Céu limpo,Não,15,12,58,7
Asa Sul,2025-06-27,00-06h,Furto,Céu limpo,Sim,4,6,0,6
Park Way,2025-07-06,12-18h,Todos,Nublado,Sim,3,6,22,8
Cruzeiro,2025-07-18,12-18h,Furto,Chuva,Não,8,14,99,4
SCIA/Estrutural,2025-06-23,00-06h,Furto,Nublado,Sim,9,11,64,7
Planaltina,2025-07-01,12-18h,Vandalismo,Nublado,Não,7,8,15,7
Santa Maria,2025-07-09,00-06h,Furto,Nublado,Não,25,10,6,8
Cruzeiro,2025-06-22,06-12h,Roubo,Chuva,Não,4,13,36,7
Gama,2025-07-19,06-12h,Roubo,Chuva,Não,25,6,67,5
Taguatinga,2025-07-12,18-23h,Furto,Chuva,Sim,8,14,16,8
Gama,2025-07-14,00-06h,Roubo,Nublado,Não,0,1,96,8
Itapoã,2025-07-18,06-12h,Vandalismo,Nublado,Não,9,8,34,3
Recanto das Emas,2025-07-20,18-23h,Vandalismo,Nublado,Sim,25,9,44,4
Asa Norte,2025-06-26,06-12h,Furto,Céu limpo,Não,1,10,45,8
Samambaia,2025-07-17,06-12h,Todos,Chuva,Não,1,10,75,5
Candangolândia,2025-06-30,06-12h,Furto,Nublado,Sim,2,4,57,5
Lago Sul,2025-07-13,00-06h,Roubo,Chuva,Não,28,7,66,2
Candangolândia,2025-07-12,00-06h,Roubo,Chuva,Não,10,6,19,0
Santa Maria,2025-07-13,12-18h,Roubo,Chuva,Sim,23,6,16,7
SIA,2025-07-16,00-06h,Todos,Céu limpo,Não,9,12,96,6
Recanto das Emas,2025-07-16,00-06h,Vandalismo,Chuva,Não,6,11,83,0
Ceilândia,2025-07-20,12-18h,Vandalismo,Céu limpo,Sim,7,0,60,4
Santa Maria,2025-07-20,18-23h,Furto,Chuva,Sim,15,9,36,10
Santa Maria,2025-07-05,00-06h,Furto,Nublado,Sim,25,1,89,10
Ceilândia,2025-06-30,18-23h,Vandalismo,Nublado,Sim,13,13,53,0
Núcleo Bandeirante,2025-06-21,00-06h,Furto,Chuva,Sim,11,11,58,0
Planaltina,2025-07-02,06-12h,Furto,Nublado,Sim,16,4,99,6
SIA,2025-07-04,18-23h,Roubo,Céu limpo,Sim,20,2,29,7
Cruzeiro,2025-07-02,00-06h,Roubo,Chuva,Não,20,12,44,10
Arniqueira,2025-06-23,00-06h,Furto,Nublado,Sim,15,14,69,4
Sudoeste/Octogonal,2025-06-27,18-23h,Todos,Céu limpo,Não,8,7,27,5
Lago Norte,2025-07-08,12-18h,Furto,Nublado,Sim,7,11,59,7
Jardim Botânico,2025-07-02,12-18h,Roubo,Nublado,Sim,20,0,84,6
Itapoã,2025-07-15,18-23h,Roubo,Chuva,Sim,11,2,27,1
Candangolândia,2025-07-21,00-06h,Roubo,Chuva,Não,15,11,78,10
SCIA/Estrutural,2025-06-24,12-18h,Roubo,Chuva,Não,13,5,98,5
Núcleo Bandeirante,2025-06-23,18-23h,Roubo,Chuva,Não,6,4,40,8
Sobradinho,2025-06-30,12-18h,Vandalismo,Céu limpo,Não,28,15,16,2
Recanto das Emas,2025-07-05,06-12h,Furto,Chuva,Não,18,12,30,9
Gama,2025-07-10,06-12h,Vandalismo,Chuva,Não,29,11,25,10
Vicente Pires,2025-07-07,06-12h,Roubo,Chuva,Sim,28,14,70,4
Park Way,2025-07-12,06-12h,Todos,Chuva,Sim,0,8,50,3
Sobradinho,2025-07-02,18-23h,Roubo,Céu limpo,Não,22,4,36,2
Itapoã,2025-07-17,06-12h,Furto,Nublado,Não,30,10,77,3
Riacho Fundo,2025-07-17,06-12h,Furto,Nublado,Não,22,2,54,0
Asa Norte,2025-07-05,00-06h,Todos,Céu limpo,Sim,6,1,22,3
Jardim Botânico,2025-07-20,06-12h,Vandalismo,Céu limpo,Não,5,11,99,7
Asa Sul,2025-06-30,00-06h,Todos,Céu limpo,Sim,25,12,33,3
Recanto das Emas,2025-07-15,06-12h,Todos,Nublado,Não,2,15,85,7
Jardim Botânico,2025-06-22,18-23h,Vandalismo,Nublado,Sim,19,9,15,8
Varjão,2025-06-26,18-23h,Vandalismo,Nublado,Não,25,2,17,5
Asa Norte,2025-06-26,18-23h,Vandalismo,Céu limpo,Não,8,8,30,2
Asa Sul,2025-07-03,18-23h,Todos,Chuva,Não,3,8,46,7
Sol Nascente/Pôr do Sol,2025-07-12,06-12h,Furto,Chuva,Não,3,4,41,1
Ceilândia,2025-07-02,00-06h,Roubo,Chuva,Sim,14,4,72,9
Taguatinga,2025-07-10,18-23h,Vandalismo,Nublado,Não,28,8,95,9
Lago Sul,2025-07-17,06-12h,Todos,Chuva,Não,27,2,1,2
Núcleo Bandeirante,2025-07-09,00-06h,Furto,Céu limpo,Não,2,7,38,10
Itapoã,2025-06-29,06-12h,Roubo,Nublado,Sim,8,8,37,4
Núcleo Bandeirante,2025-07-12,00-06h,Vandalismo,Chuva,Sim,12,7,95,8
Núcleo Bandeirante,2025-06-28,06-12h,Furto,Chuva,Não,11,6,64,1
Vicente Pires,2025-07-21,00-06h,Furto,Céu limpo,Não,23,6,98,6
Brazlândia,2025-07-02,06-12h,Furto,Céu limpo,Sim,15,4,68,6
Brazlândia,2025-07-09,12-18h,Vandalismo,Céu limpo,Não,0,2,41,1
Recanto das Emas,2025-07-15,06-12h,Vandalismo,Céu limpo,Sim,27,13,55,5
Lago Norte,2025-07-13,00-06h,Roubo,Chuva,Não,20,0,74,0
Sudoeste/Octogonal,2025-07-07,12-18h,Todos,Chuva,Não,21,10,20,6
Taguatinga,2025-06-24,18-23h,Furto,Nublado,Sim,15,15,92,9
Jardim Botânico,2025-07-15,06-12h,Todos,Céu limpo,Sim,17,1,17,6
Santa Maria,2025-07-13,06-12h,Vandalismo,Chuva,Sim,18,3,67,1
Arniqueira,2025-07-14,06-12h,Vandalismo,Céu limpo,Sim,14,13,42,9
Gama,2025-06-22,12-18h,Vandalismo,Chuva,Sim,18,9,68,4
Candangolândia,2025-07-18,12-18h,Todos,Chuva,Sim,10,4,92,7
Núcleo Bandeirante,2025-07-06,12-18h,Vandalismo,Nublado,Sim,7,6,55,6
São Sebastião,2025-07-13,12-18h,Roubo,Nublado,Sim,3,3,98,3
Taguatinga,2025-06-28,00-06h,Vandalismo,Céu limpo,Não,13,1,97,7
Núcleo Bandeirante,2025-07-19,18-23h,Furto,Céu limpo,Não,1,10,21,8
Arniqueira,2025-07-01,00-06h,Vandalismo,Céu limpo,Sim,18,11,90,8
Guará,2025-07-17,06-12h,Roubo,Céu limpo,Sim,15,4,15,2
Samambaia,2025-07-03,18-23h,Furto,Céu limpo,Não,12,3,100,7
Asa Sul,2025-07-08,06-12h,Furto,Céu limpo,Não,14,11,45,0
SIA,2025-07-05,00-06h,Furto,Nublado,Não,26,6,95,7
Fercal,2025-07-05,18-23h,Furto,Chuva,Sim,6,11,35,7
Lago Sul,2025-06-29,00-06h,Roubo,Chuva,Sim,4,10,27,5
Planaltina,2025-06-28,18-23h,Todos,Céu limpo,Sim,4,1,70,5
Taguatinga,2025-06-23,12-18h,Vandalismo,Chuva,Não,13,12,38,9
Riacho Fundo II,2025-06-30,18-23h,Roubo,Nublado,Não,19,10,77,0
Taguatinga,2025-07-08,00-06h,Roubo,Céu limpo,Sim,13,11,100,0
SIA,2025-07-12,18-23h,Todos,Nublado,Sim,19,9,96,5
Águas Claras,2025-06-21,12-18h,Furto,Chuva,Não,29,9,10,8
Asa Sul,2025-06-21,12-18h,Furto,Chuva,Não,3,0,48,3
Plano Piloto,2025-07-09,06-12h,Todos,Céu limpo,Não,11,0,55,5
Asa Sul,2025-06-26,12-18h,Roubo,Céu limpo,Não,2,10,5,7
Riacho Fundo II,2025-06-30,12-18h,Furto,Nublado,Sim,20,13,19,10
Sobradinho,2025-07-08,06-12h,Roubo,Chuva,Sim,28,2,28,5
Jardim Botânico,2025-07-12,18-23h,Vandalismo,Céu limpo,Sim,2,1,28,6
Plano Piloto,2025-07-19,06-12h,Furto,Céu limpo,Sim,21,12,11,5
Planaltina,2025-06-28,06-12h,Vandalismo,Chuva,Sim,17,3,9,7
Arniqueira,2025-07-12,00-06h,Roubo,Nublado,Não,1,1,53,9
SCIA/Estrutural,2025-07-05,12-18h,Furto,Chuva,Sim,25,14,5,10
Cruzeiro,2025-07-06,18-23h,Furto,Chuva,Sim,29,1,47,6
Lago Sul,2025-07-21,06-12h,Furto,Nublado,Sim,1,2,64,7
Gama,2025-06-21,06-12h,Todos,Nublado,Não,25,9,8,3
Jardim Botânico,2025-07-21,18-23h,Roubo,Chuva,Sim,16,14,11,3
Brazlândia,2025-07-16,18-23h,Roubo,Céu limpo,Sim,25,0,25,2
Ceilândia,2025-07-18,18-23h,Todos,Céu limpo,Não,29,0,69,3
Gama,2025-06-30,12-18h,Vandalismo,Chuva,Sim,12,9,62,9
Sobradinho,2025-07-15,06-12h,Vandalismo,Chuva,Sim,15,0,32,1
